name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_NM,torque_rpm
Tata,0.11538461538461539,450000,90000,Petrol,Individual,0,First Owner,23.84,1199,84.0,5,114.0,3500.0
Chevrolet,0.3076923076923077,220000,70000,Diesel,Individual,0,Second Owner,25.44,936,57.6,5,150.0,1750.0
Tata,0.4230769230769231,250000,146000,Diesel,Individual,0,Second Owner,13.93,2179,138.0,7,320.0,1700.0
Ford,0.3076923076923077,300000,85000,Petrol,Individual,0,Second Owner,15.6,1196,70.0,5,102.0,4000.0
Tata,0.4230769230769231,88000,201850,Diesel,Individual,0,Second Owner,17.88,1396,52.8,5,85.0,2500.0
Maruti,0.15384615384615385,561000,30000,Diesel,Individual,0,First Owner,26.59,1248,74.0,5,190.0,2000.0
Maruti,0.07692307692307693,755000,15000,Diesel,Individual,0,First Owner,28.4,1248,74.02,5,190.0,2000.0
Datsun,0.11538461538461539,235000,25000,Petrol,Individual,0,First Owner,22.7,799,53.64,5,72.0,4386.0
Maruti,0.34615384615384615,165000,90000,Petrol,Individual,0,First Owner,20.92,998,67.1,5,90.0,3500.0
Maruti,0.46153846153846156,190000,80000,Diesel,Individual,0,Second Owner,19.3,1248,73.9,5,190.0,2000.0
Tata,0.34615384615384615,110000,50000,Diesel,Individual,0,First Owner,17.2,1396,53.5,5,8.5,2.0
Mahindra,0.3076923076923077,320000,80000,Diesel,Individual,0,Second Owner,13.6,2523,63.0,8,180.0,1440.0
Hyundai,0.15384615384615385,540000,38000,Petrol,Individual,0,First Owner,18.6,1197,81.83,5,114.7,4000.0
Hyundai,0.2692307692307692,180000,60000,Petrol,Individual,0,First Owner,21.1,814,55.2,5,74.5,4000.0
Maruti,0.3076923076923077,450000,30000,Petrol,Individual,0,First Owner,17.5,1197,85.8,5,114.0,4000.0
Maruti,0.23076923076923078,450000,30000,Petrol,Individual,0,First Owner,19.1,1197,85.8,5,114.0,4000.0
Chevrolet,0.19230769230769232,200000,50000,Petrol,Individual,0,First Owner,18.6,1199,76.8,5,106.5,4400.0
Tata,0.11538461538461539,425000,42000,Petrol,Individual,0,First Owner,23.84,1199,84.0,5,114.0,3500.0
Chevrolet,0.15384615384615385,400000,30000,Petrol,Individual,0,First Owner,18.2,1199,82.4,5,108.5,5000.0
Maruti,0.4230769230769231,125000,60000,Petrol,Individual,0,Third Owner,19.7,796,46.3,5,62.0,3000.0
Jeep,0.07692307692307693,1600000,14000,Diesel,Individual,0,First Owner,17.1,1956,170.0,5,350.0,1750.0
Honda,0.19230769230769232,900000,22000,Petrol,Individual,0,First Owner,17.4,1497,117.3,5,145.0,4600.0
Volkswagen,0.3076923076923077,450000,90000,Diesel,Individual,0,First Owner,20.54,1598,103.6,5,250.0,1500.0
Maruti,0.34615384615384615,210000,46000,Petrol,Individual,0,First Owner,20.92,998,67.1,5,90.0,3500.0
Hyundai,0.07692307692307693,801000,20000,Petrol,Individual,0,First Owner,18.6,1197,81.83,5,114.7,4000.0
Tata,0.23076923076923078,317000,15000,Diesel,Individual,0,First Owner,15.42,1405,70.0,7,135.0,2500.0
Maruti,0.19230769230769232,600000,40000,Petrol,Individual,0,Second Owner,16.02,1373,93.7,7,130.0,4000.0
Hyundai,0.23076923076923078,330000,30000,Petrol,Individual,0,Second Owner,18.5,1197,82.85,5,113.7,4000.0
Hyundai,0.11538461538461539,320000,15000,Petrol,Individual,0,Second Owner,21.1,814,55.2,5,74.5,4000.0
Hyundai,0.5,120000,110000,Petrol,Individual,0,Second Owner,15.3,1341,83.0,5,115.0,3200.0
Maruti,0.4230769230769231,130000,70000,Petrol,Individual,0,Second Owner,19.7,796,46.3,5,62.0,3000.0
Chevrolet,0.19230769230769232,220000,80000,Petrol,Individual,0,First Owner,18.2,1199,82.4,5,108.5,5000.0
Tata,0.19230769230769232,340000,110000,Petrol,Individual,0,First Owner,17.57,1193,88.7,5,140.0,1500.0
Ford,0.2692307692307692,200000,70000,Diesel,Individual,0,Second Owner,19.68,1399,67.0,5,160.0,2000.0
Maruti,0.6923076923076923,140000,50000,Petrol,Individual,0,Second Owner,19.7,796,46.3,5,62.0,3000.0
Toyota,0.2692307692307692,1000000,190000,Diesel,Individual,0,First Owner,12.99,2494,100.6,8,200.0,1200.0
Mahindra,0.38461538461538464,495000,100000,Diesel,Individual,0,Second Owner,13.6,2523,63.0,7,180.0,1440.0
Maruti,0.19230769230769232,236000,60000,Petrol,Individual,0,First Owner,22.74,796,47.3,5,69.0,3500.0
Maruti,0.19230769230769232,390000,40000,Petrol,Individual,0,First Owner,20.51,998,67.04,5,90.0,3500.0
Maruti,0.4230769230769231,275000,90000,Diesel,Individual,0,Second Owner,19.3,1248,73.9,5,190.0,2000.0
Maruti,0.11538461538461539,775000,32000,Diesel,Dealer,0,First Owner,24.3,1248,88.5,5,200.0,1750.0
Toyota,0.15384615384615385,1800000,30000,Diesel,Individual,1,First Owner,11.36,2755,171.5,7,360.0,1200.0
Hyundai,0.15384615384615385,850000,58000,Diesel,Individual,0,First Owner,19.67,1582,126.2,5,259.9,1900.0
Maruti,0.07692307692307693,750000,5000,Diesel,Individual,0,First Owner,24.3,1248,88.5,5,200.0,1750.0
Hyundai,0.07692307692307693,570000,25000,Petrol,Individual,0,First Owner,18.6,1197,81.83,5,114.7,4000.0
Hyundai,0.07692307692307693,580000,32000,Petrol,Individual,0,First Owner,18.9,1197,81.86,5,113.75,4000.0
Honda,0.15384615384615385,484999,30000,Petrol,Individual,0,First Owner,18.7,1199,88.7,5,110.0,4800.0
Honda,0.11538461538461539,700000,43000,Petrol,Dealer,0,First Owner,15.4,1497,117.3,7,145.0,4600.0
Hyundai,0.3076923076923077,415000,60000,Petrol,Dealer,0,First Owner,17.7,1497,113.42,5,144.15,4500.0
Nissan,0.19230769230769232,325000,50000,Petrol,Individual,1,First Owner,19.34,1198,76.0,5,104.0,4400.0
Ford,0.07692307692307693,550000,14200,Petrol,Individual,0,First Owner,18.16,1196,86.8,5,112.0,4000.0
Hyundai,0.11538461538461539,300000,10000,Petrol,Individual,0,First Owner,21.1,814,55.2,5,74.5,4000.0
Datsun,0.07692307692307693,217000,25000,Petrol,Individual,0,First Owner,22.7,799,53.64,5,72.0,4386.0
Ford,0.07692307692307693,700000,19100,Petrol,Individual,0,First Owner,19.0,1194,94.68,5,120.0,4250.0
Hyundai,0.038461538461538464,466000,25000,Petrol,Individual,1,Fourth & Above Owner,20.3,1086,68.0,5,99.0,4500.0
Ford,0.23076923076923078,484999,54000,Diesel,Dealer,0,First Owner,23.0,1498,98.96,5,205.0,1750.0
Nissan,0.07692307692307693,670000,35000,Diesel,Individual,0,First Owner,22.71,1461,84.8,5,200.0,2000.0
Hyundai,0.07692307692307693,500000,20000,Petrol,Individual,0,Second Owner,18.9,1197,81.86,5,113.75,4000.0
Maruti,0.15384615384615385,675000,52000,Diesel,Individual,0,First Owner,23.65,1248,88.5,5,200.0,1750.0
Hyundai,0.34615384615384615,220000,120000,Diesel,Individual,0,Second Owner,23.0,1396,90.0,5,22.4,1750.0
Jeep,0.11538461538461539,1650000,50000,Diesel,Individual,0,First Owner,17.1,1956,170.0,5,350.0,1750.0
Maruti,0.2692307692307692,630000,120000,Diesel,Individual,0,Second Owner,20.77,1248,88.8,7,200.0,1750.0
Tata,0.38461538461538464,250000,90000,Diesel,Individual,0,Second Owner,18.8,1248,90.0,5,200.0,1750.0
Maruti,0.6153846153846154,120000,120000,Petrol,Individual,0,Third Owner,18.9,998,67.1,5,90.0,3500.0
Skoda,0.19230769230769232,300000,101500,Diesel,Individual,0,Second Owner,21.14,1498,103.52,5,250.0,1500.0
Hyundai,0.2692307692307692,525000,75000,Diesel,Individual,1,First Owner,22.32,1582,126.3,5,259.9,1900.0
Mahindra,0.15384615384615385,1100000,100000,Diesel,Individual,0,First Owner,15.4,1997,120.0,7,280.0,1800.0
Renault,0.3076923076923077,480000,55735,Diesel,Individual,0,Second Owner,19.01,1461,108.45,5,248.0,2250.0
Mahindra,0.23076923076923078,605000,80000,Diesel,Individual,0,Second Owner,15.1,2179,140.0,7,330.0,1600.0
Maruti,0.15384615384615385,250000,50000,Petrol,Individual,0,Second Owner,24.7,796,47.3,5,69.0,3500.0
Ford,0.2692307692307692,245000,70000,Diesel,Individual,0,Second Owner,20.0,1399,68.1,5,160.0,2000.0
Hyundai,0.3076923076923077,210000,76000,Petrol,Individual,0,Fourth & Above Owner,20.36,1197,78.9,5,111.7,4000.0
Maruti,0.0,730000,1500,Petrol,Individual,0,First Owner,21.21,1197,81.8,5,113.0,4200.0
Mahindra,0.3076923076923077,500000,76000,Diesel,Individual,0,First Owner,15.96,2523,62.1,7,195.0,1400.0
Maruti,0.19230769230769232,400000,40000,Petrol,Individual,0,First Owner,20.51,998,67.04,5,90.0,3500.0
Hyundai,0.19230769230769232,280000,60000,Petrol,Individual,0,Second Owner,21.1,814,55.2,5,74.5,4000.0
Toyota,0.4230769230769231,561000,170000,Diesel,Individual,0,Third Owner,12.8,2494,102.0,8,20.4,1400.0
Mitsubishi,0.2692307692307692,950000,181491,Diesel,Dealer,0,First Owner,13.5,2477,175.56,7,400.0,2000.0
Chevrolet,0.15384615384615385,375000,53319,Diesel,Dealer,0,First Owner,25.44,936,56.3,5,142.5,1750.0
Volkswagen,0.11538461538461539,700000,40906,Diesel,Dealer,0,First Owner,21.66,1498,108.62,5,250.0,1500.0
Toyota,0.3076923076923077,375000,31711,Petrol,Dealer,0,Second Owner,17.6,1496,88.7,5,132.0,3000.0
Hyundai,0.3076923076923077,270000,43755,Petrol,Dealer,0,Second Owner,21.1,814,55.2,5,74.5,4000.0
Renault,0.15384615384615385,300000,66693,Petrol,Dealer,0,First Owner,25.17,799,53.3,5,72.0,4386.0
Maruti,0.38461538461538464,225000,59549,Petrol,Dealer,0,First Owner,19.0,998,67.1,5,90.0,3500.0
Toyota,0.19230769230769232,1350000,94385,Diesel,Dealer,0,First Owner,12.99,2494,100.6,8,200.0,1200.0
Maruti,0.38461538461538464,200000,73730,Petrol,Dealer,0,First Owner,18.2,998,67.1,5,90.0,3500.0
Hyundai,0.34615384615384615,400000,221889,Diesel,Dealer,0,First Owner,22.32,1582,126.32,5,259.8,1900.0
Honda,0.2692307692307692,500000,116104,Diesel,Dealer,0,First Owner,25.8,1498,98.6,5,200.0,1750.0
Maruti,0.19230769230769232,500000,150546,Petrol,Dealer,0,First Owner,22.0,1197,81.8,5,113.0,4200.0
Toyota,0.2692307692307692,1500000,148120,Diesel,Dealer,0,First Owner,14.24,2755,174.5,7,420.0,1400.0
Ford,0.19230769230769232,555000,20000,Petrol,Individual,0,Second Owner,15.8,1499,110.0,5,140.0,4400.0
Hyundai,0.07692307692307693,580000,30000,Petrol,Individual,1,First Owner,18.9,1197,81.86,5,113.75,4000.0
Tata,0.34615384615384615,337000,142000,Diesel,Individual,0,Third Owner,13.7,2179,138.1,7,320.0,1700.0
Tata,0.34615384615384615,175000,20000,Diesel,Individual,0,First Owner,12.2,1948,68.0,10,115.0,2.0
Tata,0.4230769230769231,180000,120000,Diesel,Individual,0,Second Owner,18.8,1248,90.0,5,200.0,1750.0
Hyundai,0.34615384615384615,200000,80000,Petrol,Individual,0,First Owner,19.81,1086,68.05,5,99.04,4500.0
Tata,0.15384615384615385,260000,60000,Diesel,Individual,0,First Owner,19.09,1405,69.01,5,135.0,2500.0
Renault,0.15384615384615385,350000,25000,Petrol,Individual,0,First Owner,23.01,999,67.0,5,91.0,4250.0
Mahindra,0.34615384615384615,409999,50000,Diesel,Individual,0,Second Owner,13.6,2523,63.0,7,180.0,1440.0
Mahindra,0.11538461538461539,655000,126000,Diesel,Individual,0,First Owner,18.49,1493,100.0,7,240.0,1600.0
Maruti,0.19230769230769232,370000,170000,Diesel,Individual,0,First Owner,26.59,1248,74.0,5,190.0,2000.0
Maruti,0.2692307692307692,200000,24000,Petrol,Individual,0,First Owner,22.74,796,47.3,5,69.0,3500.0
Maruti,0.11538461538461539,800000,100000,Diesel,Individual,0,Second Owner,24.52,1248,88.5,7,200.0,1750.0
Tata,0.038461538461538464,550000,10000,Petrol,Individual,0,First Owner,24.0,1199,83.81,5,114.0,3500.0
Ford,0.3076923076923077,300000,70000,Diesel,Individual,0,Second Owner,20.0,1399,68.0,5,160.0,2000.0
Maruti,0.11538461538461539,220000,40000,Petrol,Individual,0,First Owner,16.8,796,34.2,8,59.0,2500.0
Maruti,0.34615384615384615,196000,110000,Petrol,Individual,0,First Owner,18.9,998,67.1,5,90.0,3500.0
Hyundai,0.46153846153846156,135000,80000,Petrol,Individual,0,Second Owner,19.81,1086,68.05,5,99.04,4500.0
Tata,0.19230769230769232,299000,16500,Petrol,Individual,0,First Owner,17.57,1193,88.7,5,140.0,1500.0
Maruti,0.11538461538461539,300000,30000,Petrol,Individual,0,First Owner,23.95,998,67.05,5,90.0,3500.0
Maruti,0.11538461538461539,720000,80000,Diesel,Individual,0,First Owner,24.52,1248,88.5,7,200.0,1750.0
Tata,0.15384615384615385,650000,50000,Diesel,Individual,0,Third Owner,14.1,2179,147.94,7,320.0,1500.0
Maruti,0.15384615384615385,300000,25000,Petrol,Individual,0,First Owner,23.95,998,67.05,5,90.0,3500.0
Hyundai,0.038461538461538464,750000,20000,Diesel,Individual,0,First Owner,24.0,1186,73.97,5,190.24,1750.0
Renault,0.15384615384615385,260000,60000,Petrol,Individual,0,First Owner,25.17,799,53.3,5,72.0,4386.0
Maruti,0.34615384615384615,300000,70000,Diesel,Individual,0,Second Owner,22.9,1248,74.0,5,190.0,2000.0
Mahindra,0.23076923076923078,600000,50000,Diesel,Individual,0,Second Owner,15.96,2523,62.1,7,195.0,1400.0
Honda,0.6153846153846154,275000,100000,Petrol,Individual,1,Second Owner,9.0,2997,218.0,5,196.0,5000.0
Maruti,0.19230769230769232,250000,52000,Petrol,Individual,0,First Owner,23.95,998,67.05,5,90.0,3500.0
Maruti,0.23076923076923078,420000,80000,Diesel,Individual,0,First Owner,23.4,1248,74.0,5,190.0,2000.0
Hyundai,0.19230769230769232,235000,50000,Petrol,Individual,0,First Owner,21.1,814,55.2,5,74.5,4000.0
Mahindra,0.15384615384615385,1100000,60000,Diesel,Individual,0,First Owner,15.4,2179,120.0,7,280.0,1800.0
Maruti,0.038461538461538464,360000,25000,Petrol,Individual,0,First Owner,23.95,998,67.05,5,90.0,3500.0
Hyundai,0.23076923076923078,380000,50000,Diesel,Individual,0,Second Owner,24.0,1120,70.0,5,160.0,1500.0
Ford,0.15384615384615385,650000,125000,Diesel,Individual,0,First Owner,22.77,1498,98.59,5,205.0,1750.0
Maruti,0.15384615384615385,350000,80000,Petrol,Individual,0,First Owner,20.51,998,67.04,5,90.0,3500.0
Mahindra,0.11538461538461539,700000,70000,Diesel,Individual,0,First Owner,15.96,2523,63.0,9,180.0,1440.0
Hyundai,0.38461538461538464,270000,90000,Diesel,Individual,0,Third Owner,23.0,1396,90.0,5,22.4,1750.0
Tata,0.11538461538461539,450000,50000,Diesel,Individual,0,First Owner,22.95,1248,74.0,5,190.0,1750.0
Mahindra,0.15384615384615385,630000,101000,Diesel,Individual,0,First Owner,16.55,2498,105.0,6,247.0,1800.0
Mahindra,0.38461538461538464,229999,168000,Diesel,Individual,0,First Owner,14.0,2498,112.0,7,260.0,1800.0
Maruti,0.34615384615384615,270000,40000,Petrol,Individual,0,First Owner,18.9,998,67.1,5,90.0,3500.0
Tata,0.4230769230769231,135000,28900,Petrol,Individual,0,Second Owner,0.0,1172,65.0,5,9.8,3.0
Maruti,0.3076923076923077,275000,20000,Petrol,Individual,0,First Owner,18.9,998,67.1,5,90.0,3500.0
Mahindra,0.19230769230769232,634000,165000,Diesel,Individual,0,First Owner,18.49,1493,100.0,7,240.0,1600.0
Maruti,0.3076923076923077,235000,98500,Petrol,Individual,0,Second Owner,19.0,998,66.1,5,90.0,3500.0
Hyundai,0.46153846153846156,275000,98000,Petrol,Individual,0,Third Owner,20.36,1197,78.9,5,111.8,4000.0
Mahindra,0.23076923076923078,700000,40000,Diesel,Individual,0,Second Owner,16.55,2498,105.0,6,247.0,1800.0
Fiat,0.2692307692307692,400000,90000,Diesel,Individual,0,First Owner,20.3,1248,92.0,5,209.0,2000.0
Maruti,0.3076923076923077,215000,90000,Petrol,Individual,0,Third Owner,19.7,796,46.3,5,62.0,3000.0
Hyundai,0.4230769230769231,150000,110000,Diesel,Individual,0,Second Owner,17.1,1493,110.0,5,24.0,1.0
Maruti,0.07692307692307693,950000,77800,Diesel,Individual,0,First Owner,25.1,1248,88.5,5,200.0,1750.0
Mahindra,0.19230769230769232,730000,100000,Diesel,Individual,0,First Owner,18.49,1493,100.0,7,240.0,1600.0
Tata,0.3076923076923077,135000,120000,Diesel,Individual,0,Second Owner,19.0,1405,71.0,5,135.0,2500.0
Hyundai,0.15384615384615385,350000,80000,Petrol,Individual,0,Second Owner,19.1,1197,82.0,5,114.0,4000.0
Mahindra,0.07692307692307693,535000,21000,Petrol,Individual,0,Second Owner,18.15,1198,82.0,6,115.0,3500.0
Maruti,0.07692307692307693,455000,100000,Petrol,Individual,0,Second Owner,19.0,1197,85.8,5,114.0,4000.0
Maruti,0.038461538461538464,655000,25000,Petrol,Individual,0,First Owner,21.21,1197,81.8,5,113.0,4200.0
Ford,0.038461538461538464,800000,30000,Diesel,Individual,0,Third Owner,23.0,1498,98.96,5,205.0,1750.0
Toyota,0.07692307692307693,1100000,25000,Petrol,Individual,1,First Owner,17.8,1496,105.5,5,140.0,4200.0
Mercedes-Benz,0.15384615384615385,3000000,40000,Diesel,Individual,1,First Owner,13.0,2143,204.0,5,500.0,1600.0
Toyota,0.3076923076923077,1225000,160000,Diesel,Individual,1,First Owner,11.5,2982,169.0,7,343.0,1400.0
Mahindra,0.07692307692307693,340000,51492,Petrol,Individual,0,First Owner,18.15,1198,82.0,6,115.0,3500.0
Volkswagen,0.34615384615384615,300000,72000,Diesel,Individual,0,Second Owner,20.54,1598,103.6,5,250.0,1500.0
Ford,0.15384615384615385,370000,60000,Petrol,Individual,0,First Owner,18.16,1196,86.8,5,112.0,4000.0
Mahindra,0.2692307692307692,330000,136000,Diesel,Individual,0,Second Owner,15.96,2523,62.1,7,195.0,1400.0
Hyundai,0.23076923076923078,238000,60000,Petrol,Individual,0,First Owner,17.92,1086,62.1,5,96.1,3000.0
Hyundai,0.2692307692307692,200000,90000,Petrol,Individual,0,First Owner,17.92,1086,62.1,5,96.1,3000.0
Nissan,0.23076923076923078,320000,91000,Diesel,Individual,0,Fourth & Above Owner,22.71,1461,84.8,5,200.0,2000.0
Hyundai,0.4230769230769231,114999,90000,Petrol,Individual,0,Fourth & Above Owner,17.92,1086,62.1,5,96.1,3000.0
Maruti,0.19230769230769232,320000,50000,Petrol,Individual,0,Second Owner,20.51,998,67.04,5,90.0,3500.0
Hyundai,0.38461538461538464,210000,20000,Petrol,Individual,0,First Owner,19.81,1086,68.05,5,99.04,4500.0
Mahindra,0.34615384615384615,200000,120000,Diesel,Individual,0,First Owner,14.0,2489,95.0,8,220.0,1400.0
Maruti,0.4230769230769231,135000,150000,Petrol,Individual,0,Second Owner,18.9,1061,67.0,5,84.0,3500.0
Tata,0.19230769230769232,350000,52000,Diesel,Individual,0,First Owner,19.09,1405,69.01,5,135.0,2500.0
Mahindra,0.23076923076923078,350000,167000,Diesel,Individual,0,Second Owner,13.6,2523,63.0,8,180.0,1440.0
Maruti,0.11538461538461539,680000,40000,Diesel,Individual,0,First Owner,28.4,1248,74.02,5,190.0,2000.0
Maruti,0.38461538461538464,200000,190000,Diesel,Individual,0,Second Owner,17.8,1248,75.0,5,190.0,2000.0
Renault,0.15384615384615385,300000,50000,Petrol,Individual,0,First Owner,23.01,999,67.0,5,91.0,4250.0
Mahindra,0.34615384615384615,270000,70000,Diesel,Individual,0,Second Owner,14.0,2498,112.0,7,260.0,1800.0
Maruti,0.3076923076923077,225000,80000,Petrol,Individual,0,Second Owner,18.9,998,67.1,5,90.0,3500.0
Mahindra,0.46153846153846156,250000,120000,Diesel,Individual,0,First Owner,13.6,2523,63.0,8,180.0,1440.0
Mahindra,0.19230769230769232,590000,40000,Diesel,Individual,0,Second Owner,18.49,1493,100.0,7,240.0,1600.0
Hyundai,0.19230769230769232,290000,17000,Petrol,Individual,0,First Owner,21.1,814,55.2,5,74.5,4000.0
Maruti,0.38461538461538464,100000,180000,Petrol,Individual,0,Second Owner,19.0,998,67.1,5,90.0,3500.0
Maruti,0.15384615384615385,395000,50000,Petrol,Individual,0,First Owner,23.1,998,67.04,5,90.0,3500.0
Hyundai,0.23076923076923078,195000,65000,Petrol,Individual,0,Second Owner,21.1,814,55.2,5,74.5,4000.0
Tata,0.34615384615384615,45000,10000,Petrol,Individual,0,Third Owner,26.0,624,35.0,4,48.0,3000.0
Mahindra,0.4230769230769231,270000,70000,Diesel,Individual,0,Second Owner,13.6,2523,63.0,8,180.0,1440.0
Chevrolet,0.23076923076923078,600000,90000,Diesel,Individual,0,Second Owner,13.58,2499,72.4,9,171.0,1800.0
Hyundai,0.19230769230769232,715000,50000,Diesel,Individual,0,First Owner,22.54,1396,88.73,5,219.7,1500.0
Hyundai,0.038461538461538464,600000,10000,Petrol,Individual,0,First Owner,18.6,1197,81.86,5,117.0,4000.0
Mahindra,0.038461538461538464,875000,25000,Diesel,Individual,0,First Owner,18.49,1493,100.0,7,240.0,1600.0
Mahindra,0.34615384615384615,420000,100000,Diesel,Individual,0,Second Owner,13.5,2179,115.0,5,277.5,1700.0
Honda,0.5,325000,70000,Petrol,Individual,1,Second Owner,10.1,2354,152.0,5,215.0,3600.0
Datsun,0.11538461538461539,385000,30000,Petrol,Individual,0,First Owner,20.63,1198,67.06,5,104.0,4000.0
Mahindra,0.15384615384615385,300000,40000,Petrol,Individual,0,First Owner,18.15,1198,82.0,6,115.0,3500.0
Hyundai,0.3076923076923077,335000,135000,Diesel,Individual,0,First Owner,21.9,1396,88.76,5,219.6,1750.0
Maruti,0.23076923076923078,300000,35000,Petrol,Individual,0,First Owner,23.1,998,67.04,5,90.0,3500.0
Hyundai,0.6153846153846154,80000,120000,Petrol,Individual,0,Second Owner,13.2,1495,94.0,5,12.5,3.0
Mahindra,0.3076923076923077,400000,120000,Diesel,Individual,0,First Owner,15.96,2523,62.1,7,195.0,1400.0
Tata,0.3076923076923077,168000,190000,Diesel,Individual,0,Second Owner,19.09,1396,69.0,5,135.0,2500.0
Mahindra,0.15384615384615385,550000,120000,Diesel,Individual,0,First Owner,15.96,2523,62.1,9,195.0,1440.0
Mahindra,0.34615384615384615,320000,175000,Diesel,Individual,0,Third Owner,13.6,2523,63.0,7,180.0,1440.0
Mahindra,0.34615384615384615,320000,175000,Diesel,Individual,0,Third Owner,15.96,2523,63.0,9,180.0,1440.0
Nissan,0.34615384615384615,350000,25000,Petrol,Individual,0,Second Owner,16.95,1498,97.7,5,134.0,4000.0
Tata,0.2692307692307692,280000,80000,Diesel,Individual,0,First Owner,21.02,1248,88.76,5,200.0,1750.0
Hyundai,0.11538461538461539,550000,70000,Diesel,Individual,0,Second Owner,24.4,1120,71.0,5,180.4,1750.0
Hyundai,0.07692307692307693,500000,10000,Petrol,Individual,0,First Owner,20.14,1197,81.86,5,113.75,4000.0
Ford,0.038461538461538464,700000,6000,Petrol,Individual,0,First Owner,19.0,1194,94.68,5,120.0,4250.0
Skoda,0.2692307692307692,380000,90000,Diesel,Individual,0,Second Owner,20.5,1598,103.5,5,250.0,1500.0
Mahindra,0.3076923076923077,340000,110000,Diesel,Individual,0,Second Owner,15.96,2523,63.0,9,180.0,1440.0
Mahindra,0.5,160000,120000,Diesel,Individual,0,Third Owner,13.6,2523,63.0,9,180.0,1440.0
Toyota,0.23076923076923078,750000,50000,Diesel,Individual,0,First Owner,12.99,2494,100.6,7,200.0,1400.0
Hyundai,0.07692307692307693,531000,20000,Petrol,Individual,1,First Owner,18.9,1197,81.86,5,113.75,4000.0
Renault,0.11538461538461539,300000,35000,Petrol,Individual,0,First Owner,23.01,999,67.0,5,91.0,4250.0
Volkswagen,0.23076923076923078,350000,60000,Diesel,Individual,0,Second Owner,20.14,1498,88.8,5,230.0,1500.0
Chevrolet,0.38461538461538464,150000,68000,Petrol,Individual,0,Fourth & Above Owner,18.6,1199,79.4,5,108.0,4400.0
Maruti,0.19230769230769232,450000,30000,Petrol,Individual,0,First Owner,20.4,1197,81.8,5,113.0,4200.0
Mahindra,0.11538461538461539,1625000,54000,Diesel,Individual,0,First Owner,16.0,2179,140.0,7,330.0,1600.0
Tata,0.5384615384615384,85000,120000,Diesel,Individual,0,Third Owner,16.8,1405,68.0,5,13.0,2.0
Hyundai,0.07692307692307693,450000,30000,Petrol,Individual,0,First Owner,18.9,1197,81.86,5,113.75,4000.0
Tata,0.11538461538461539,360000,50000,Diesel,Individual,0,First Owner,27.28,1047,69.0,5,140.0,1800.0
Maruti,0.0,390000,6000,Petrol,Individual,0,First Owner,23.95,998,67.05,5,90.0,3500.0
Maruti,0.34615384615384615,145000,50000,Petrol,Individual,0,Second Owner,15.37,1196,73.0,7,101.0,3000.0
Mahindra,0.3076923076923077,540000,90000,Diesel,Individual,0,Third Owner,12.05,2179,120.0,8,290.0,1800.0
Toyota,0.46153846153846156,290000,126000,Diesel,Individual,0,Third Owner,12.8,2494,102.0,8,20.4,1400.0
Tata,0.2692307692307692,300000,90000,Diesel,Individual,0,First Owner,25.0,1396,69.0,5,140.0,1800.0
Ford,0.11538461538461539,565000,80000,Petrol,Individual,0,First Owner,18.16,1196,86.8,5,112.0,4000.0
Mahindra,0.34615384615384615,441000,70000,Diesel,Individual,0,Second Owner,10.5,2609,120.0,7,290.0,1800.0
Hyundai,0.34615384615384615,180000,80000,Petrol,Individual,0,Second Owner,21.1,814,55.2,5,74.5,4000.0
Hyundai,0.2692307692307692,200000,80000,Petrol,Individual,0,Second Owner,21.1,814,55.2,5,74.5,4000.0
Maruti,0.5769230769230769,85000,150000,Petrol,Individual,0,Second Owner,19.7,796,46.3,5,62.0,3000.0
Tata,0.5384615384615384,67500,110000,Diesel,Individual,0,Fourth & Above Owner,17.88,1396,52.8,5,85.0,2500.0
Maruti,0.15384615384615385,700000,110000,Diesel,Individual,0,Second Owner,24.3,1248,88.5,5,200.0,1750.0
Volkswagen,0.38461538461538464,275000,80000,Diesel,Individual,0,Fourth & Above Owner,22.07,1199,73.9,5,180.0,2000.0
Hyundai,0.038461538461538464,600000,20000,Petrol,Individual,0,First Owner,18.9,1197,81.86,5,113.75,4000.0
Mahindra,0.34615384615384615,250000,120000,Diesel,Individual,0,First Owner,13.0,2489,95.0,8,220.0,1400.0
Mahindra,0.15384615384615385,600000,120000,Diesel,Individual,0,First Owner,15.96,2523,63.0,9,180.0,1440.0
Fiat,0.38461538461538464,200000,80000,Diesel,Individual,0,Second Owner,20.4,1248,91.2,5,209.0,2000.0
Hyundai,0.19230769230769232,425000,91500,Diesel,Individual,0,Second Owner,24.0,1120,70.0,5,160.0,1500.0
Maruti,0.3076923076923077,420000,120000,Diesel,Individual,0,Second Owner,19.3,1248,73.9,5,190.0,2000.0
Hyundai,0.3076923076923077,321000,100000,Diesel,Individual,0,Second Owner,23.0,1396,90.0,5,22.4,1750.0
Mahindra,0.3076923076923077,350000,120000,Diesel,Individual,0,Fourth & Above Owner,14.0,2498,112.0,8,260.0,1800.0
Honda,0.11538461538461539,490000,80000,Petrol,Individual,0,First Owner,17.8,1198,86.7,5,109.0,4500.0
Mahindra,0.19230769230769232,680000,90000,Diesel,Individual,0,First Owner,15.4,2523,75.0,7,200.0,1400.0
Maruti,0.15384615384615385,298000,70000,Petrol,Individual,0,First Owner,23.95,998,67.05,5,90.0,3500.0
